Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_002901205.1		Primary Assembly	Un			PDCF01026122.1	Chromosome		NW_019794315.1	unplaced-scaffold	1203		
GCF_002901205.1		Primary Assembly	Un			PDCF01026124.1	Chromosome		NW_019794316.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026125.1	Chromosome		NW_019794317.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026126.1	Chromosome		NW_019794318.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026127.1	Chromosome		NW_019794319.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026128.1	Chromosome		NW_019794320.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026129.1	Chromosome		NW_019794321.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026130.1	Chromosome		NW_019794322.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026131.1	Chromosome		NW_019794323.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01002617.1	Chromosome		NW_019794324.1	unplaced-scaffold	6974		
GCF_002901205.1		Primary Assembly	Un			PDCF01026132.1	Chromosome		NW_019794325.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026133.1	Chromosome		NW_019794326.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026134.1	Chromosome		NW_019794327.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026135.1	Chromosome		NW_019794328.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026136.1	Chromosome		NW_019794329.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026137.1	Chromosome		NW_019794330.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026138.1	Chromosome		NW_019794331.1	unplaced-scaffold	1202		
GCF_002901205.1		Primary Assembly	Un			PDCF01026139.1	Chromosome		NW_019794332.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026140.1	Chromosome		NW_019794333.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026141.1	Chromosome		NW_019794334.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01002618.1	Chromosome		NW_019794335.1	unplaced-scaffold	6973		
GCF_002901205.1		Primary Assembly	Un			PDCF01026142.1	Chromosome		NW_019794336.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026143.1	Chromosome		NW_019794337.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026144.1	Chromosome		NW_019794338.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026145.1	Chromosome		NW_019794339.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026146.1	Chromosome		NW_019794340.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026147.1	Chromosome		NW_019794341.1	unplaced-scaffold	1201		
GCF_002901205.1		Primary Assembly	Un			PDCF01026148.1	Chromosome		NW_019794342.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026149.1	Chromosome		NW_019794343.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026150.1	Chromosome		NW_019794344.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026151.1	Chromosome		NW_019794345.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01002619.1	Chromosome		NW_019794346.1	unplaced-scaffold	6972		
GCF_002901205.1		Primary Assembly	Un			PDCF01026152.1	Chromosome		NW_019794347.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026153.1	Chromosome		NW_019794348.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026154.1	Chromosome		NW_019794349.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026155.1	Chromosome		NW_019794350.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026156.1	Chromosome		NW_019794351.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026157.1	Chromosome		NW_019794352.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026158.1	Chromosome		NW_019794353.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026159.1	Chromosome		NW_019794354.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026160.1	Chromosome		NW_019794355.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026161.1	Chromosome		NW_019794356.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01002620.1	Chromosome		NW_019794357.1	unplaced-scaffold	6971		
GCF_002901205.1		Primary Assembly	Un			PDCF01026162.1	Chromosome		NW_019794358.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026163.1	Chromosome		NW_019794359.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026164.1	Chromosome		NW_019794360.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026165.1	Chromosome		NW_019794361.1	unplaced-scaffold	1200		
GCF_002901205.1		Primary Assembly	Un			PDCF01026166.1	Chromosome		NW_019794362.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026167.1	Chromosome		NW_019794363.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026168.1	Chromosome		NW_019794364.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026169.1	Chromosome		NW_019794365.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026170.1	Chromosome		NW_019794366.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01002621.1	Chromosome		NW_019794367.1	unplaced-scaffold	6946		
GCF_002901205.1		Primary Assembly	Un			PDCF01026171.1	Chromosome		NW_019794368.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026172.1	Chromosome		NW_019794369.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026173.1	Chromosome		NW_019794370.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026174.1	Chromosome		NW_019794371.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026175.1	Chromosome		NW_019794372.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026176.1	Chromosome		NW_019794373.1	unplaced-scaffold	1199		
GCF_002901205.1		Primary Assembly	Un			PDCF01026177.1	Chromosome		NW_019794374.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026178.1	Chromosome		NW_019794375.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026179.1	Chromosome		NW_019794376.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026180.1	Chromosome		NW_019794377.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01002622.1	Chromosome		NW_019794378.1	unplaced-scaffold	6963		
GCF_002901205.1		Primary Assembly	Un			PDCF01026181.1	Chromosome		NW_019794379.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026182.1	Chromosome		NW_019794380.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026183.1	Chromosome		NW_019794381.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026184.1	Chromosome		NW_019794382.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026185.1	Chromosome		NW_019794383.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026186.1	Chromosome		NW_019794384.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026187.1	Chromosome		NW_019794385.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026188.1	Chromosome		NW_019794386.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026189.1	Chromosome		NW_019794387.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01026190.1	Chromosome		NW_019794388.1	unplaced-scaffold	1198		
GCF_002901205.1		Primary Assembly	Un			PDCF01002623.1	Chromosome		NW_019794389.1	unplaced-scaffold	6962		
GCF_002901205.1		Primary Assembly	Un			PDCF01026191.1	Chromosome		NW_019794390.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026192.1	Chromosome		NW_019794391.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026193.1	Chromosome		NW_019794392.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026194.1	Chromosome		NW_019794393.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026195.1	Chromosome		NW_019794394.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026196.1	Chromosome		NW_019794395.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026197.1	Chromosome		NW_019794396.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026198.1	Chromosome		NW_019794397.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026199.1	Chromosome		NW_019794398.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026200.1	Chromosome		NW_019794399.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01002624.1	Chromosome		NW_019794400.1	unplaced-scaffold	6960		
GCF_002901205.1		Primary Assembly	Un			PDCF01000268.1	Chromosome		NW_019794401.1	unplaced-scaffold	59075		
GCF_002901205.1		Primary Assembly	Un			PDCF01026201.1	Chromosome		NW_019794402.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026202.1	Chromosome		NW_019794403.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026203.1	Chromosome		NW_019794404.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026204.1	Chromosome		NW_019794405.1	unplaced-scaffold	1197		
GCF_002901205.1		Primary Assembly	Un			PDCF01026205.1	Chromosome		NW_019794406.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026206.1	Chromosome		NW_019794407.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026207.1	Chromosome		NW_019794408.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026208.1	Chromosome		NW_019794409.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026209.1	Chromosome		NW_019794410.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026210.1	Chromosome		NW_019794411.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01002625.1	Chromosome		NW_019794412.1	unplaced-scaffold	6959		
GCF_002901205.1		Primary Assembly	Un			PDCF01026211.1	Chromosome		NW_019794413.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026212.1	Chromosome		NW_019794414.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026213.1	Chromosome		NW_019794415.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026214.1	Chromosome		NW_019794416.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026215.1	Chromosome		NW_019794417.1	unplaced-scaffold	1196		
GCF_002901205.1		Primary Assembly	Un			PDCF01026216.1	Chromosome		NW_019794418.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026217.1	Chromosome		NW_019794419.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026218.1	Chromosome		NW_019794420.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026219.1	Chromosome		NW_019794421.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026220.1	Chromosome		NW_019794422.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01002626.1	Chromosome		NW_019794423.1	unplaced-scaffold	6954		
GCF_002901205.1		Primary Assembly	Un			PDCF01026221.1	Chromosome		NW_019794424.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026222.1	Chromosome		NW_019794425.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026223.1	Chromosome		NW_019794426.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026224.1	Chromosome		NW_019794427.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026225.1	Chromosome		NW_019794428.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026226.1	Chromosome		NW_019794429.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026227.1	Chromosome		NW_019794430.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026228.1	Chromosome		NW_019794431.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026229.1	Chromosome		NW_019794432.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01026230.1	Chromosome		NW_019794433.1	unplaced-scaffold	1195		
GCF_002901205.1		Primary Assembly	Un			PDCF01002627.1	Chromosome		NW_019794434.1	unplaced-scaffold	6953		
GCF_002901205.1		Primary Assembly	Un			PDCF01026231.1	Chromosome		NW_019794435.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026232.1	Chromosome		NW_019794436.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026233.1	Chromosome		NW_019794437.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026234.1	Chromosome		NW_019794438.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026235.1	Chromosome		NW_019794439.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026236.1	Chromosome		NW_019794440.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026237.1	Chromosome		NW_019794441.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026238.1	Chromosome		NW_019794442.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026239.1	Chromosome		NW_019794443.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026240.1	Chromosome		NW_019794444.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01002628.1	Chromosome		NW_019794445.1	unplaced-scaffold	6950		
GCF_002901205.1		Primary Assembly	Un			PDCF01026241.1	Chromosome		NW_019794446.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026242.1	Chromosome		NW_019794447.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026243.1	Chromosome		NW_019794448.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026244.1	Chromosome		NW_019794449.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026245.1	Chromosome		NW_019794450.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026246.1	Chromosome		NW_019794451.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026247.1	Chromosome		NW_019794452.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026248.1	Chromosome		NW_019794453.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026249.1	Chromosome		NW_019794454.1	unplaced-scaffold	1194		
GCF_002901205.1		Primary Assembly	Un			PDCF01026250.1	Chromosome		NW_019794455.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01002629.1	Chromosome		NW_019794456.1	unplaced-scaffold	6947		
GCF_002901205.1		Primary Assembly	Un			PDCF01026251.1	Chromosome		NW_019794457.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026252.1	Chromosome		NW_019794458.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026253.1	Chromosome		NW_019794459.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026254.1	Chromosome		NW_019794460.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026255.1	Chromosome		NW_019794461.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026256.1	Chromosome		NW_019794462.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026257.1	Chromosome		NW_019794463.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026258.1	Chromosome		NW_019794464.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026259.1	Chromosome		NW_019794465.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026260.1	Chromosome		NW_019794466.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01002630.1	Chromosome		NW_019794467.1	unplaced-scaffold	6947		
GCF_002901205.1		Primary Assembly	Un			PDCF01026261.1	Chromosome		NW_019794468.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026262.1	Chromosome		NW_019794469.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026263.1	Chromosome		NW_019794470.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026264.1	Chromosome		NW_019794471.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026265.1	Chromosome		NW_019794472.1	unplaced-scaffold	1193		
GCF_002901205.1		Primary Assembly	Un			PDCF01026266.1	Chromosome		NW_019794473.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026267.1	Chromosome		NW_019794474.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026268.1	Chromosome		NW_019794475.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026269.1	Chromosome		NW_019794476.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026270.1	Chromosome		NW_019794477.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01002631.1	Chromosome		NW_019794478.1	unplaced-scaffold	6941		
GCF_002901205.1		Primary Assembly	Un			PDCF01026271.1	Chromosome		NW_019794479.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026272.1	Chromosome		NW_019794480.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026273.1	Chromosome		NW_019794481.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026274.1	Chromosome		NW_019794482.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026275.1	Chromosome		NW_019794483.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026276.1	Chromosome		NW_019794484.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026277.1	Chromosome		NW_019794485.1	unplaced-scaffold	1192		
GCF_002901205.1		Primary Assembly	Un			PDCF01026278.1	Chromosome		NW_019794486.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026279.1	Chromosome		NW_019794487.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026280.1	Chromosome		NW_019794488.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01002632.1	Chromosome		NW_019794489.1	unplaced-scaffold	6940		
GCF_002901205.1		Primary Assembly	Un			PDCF01026281.1	Chromosome		NW_019794490.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026282.1	Chromosome		NW_019794491.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026283.1	Chromosome		NW_019794492.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026284.1	Chromosome		NW_019794493.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026285.1	Chromosome		NW_019794494.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026286.1	Chromosome		NW_019794495.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026287.1	Chromosome		NW_019794496.1	unplaced-scaffold	1191		
GCF_002901205.1		Primary Assembly	Un			PDCF01026288.1	Chromosome		NW_019794497.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026289.1	Chromosome		NW_019794498.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026290.1	Chromosome		NW_019794499.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01002633.1	Chromosome		NW_019794500.1	unplaced-scaffold	6937		
GCF_002901205.1		Primary Assembly	Un			PDCF01026291.1	Chromosome		NW_019794501.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026292.1	Chromosome		NW_019794502.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026293.1	Chromosome		NW_019794503.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026294.1	Chromosome		NW_019794504.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026295.1	Chromosome		NW_019794505.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026296.1	Chromosome		NW_019794506.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026297.1	Chromosome		NW_019794507.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026298.1	Chromosome		NW_019794508.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026299.1	Chromosome		NW_019794509.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01002634.1	Chromosome		NW_019794510.1	unplaced-scaffold	6935		
GCF_002901205.1		Primary Assembly	Un			PDCF01000269.1	Chromosome		NW_019794511.1	unplaced-scaffold	58959		
GCF_002901205.1		Primary Assembly	Un			PDCF01026300.1	Chromosome		NW_019794512.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026301.1	Chromosome		NW_019794513.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026302.1	Chromosome		NW_019794514.1	unplaced-scaffold	1190		
GCF_002901205.1		Primary Assembly	Un			PDCF01026303.1	Chromosome		NW_019794515.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026304.1	Chromosome		NW_019794516.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026305.1	Chromosome		NW_019794517.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026306.1	Chromosome		NW_019794518.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026307.1	Chromosome		NW_019794519.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026308.1	Chromosome		NW_019794520.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026309.1	Chromosome		NW_019794521.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01002635.1	Chromosome		NW_019794522.1	unplaced-scaffold	6935		
GCF_002901205.1		Primary Assembly	Un			PDCF01026310.1	Chromosome		NW_019794523.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026311.1	Chromosome		NW_019794524.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026312.1	Chromosome		NW_019794525.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026313.1	Chromosome		NW_019794526.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026314.1	Chromosome		NW_019794527.1	unplaced-scaffold	1189		
GCF_002901205.1		Primary Assembly	Un			PDCF01026315.1	Chromosome		NW_019794528.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01026316.1	Chromosome		NW_019794529.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01026317.1	Chromosome		NW_019794530.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01026318.1	Chromosome		NW_019794531.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01026319.1	Chromosome		NW_019794532.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01002636.1	Chromosome		NW_019794533.1	unplaced-scaffold	6928		
GCF_002901205.1		Primary Assembly	Un			PDCF01026320.1	Chromosome		NW_019794534.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01026321.1	Chromosome		NW_019794535.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01026322.1	Chromosome		NW_019794536.1	unplaced-scaffold	1188		
GCF_002901205.1		Primary Assembly	Un			PDCF01026323.1	Chromosome		NW_019794537.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026324.1	Chromosome		NW_019794538.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026325.1	Chromosome		NW_019794539.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026326.1	Chromosome		NW_019794540.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026327.1	Chromosome		NW_019794541.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026328.1	Chromosome		NW_019794542.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026329.1	Chromosome		NW_019794543.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01002637.1	Chromosome		NW_019794544.1	unplaced-scaffold	6920		
GCF_002901205.1		Primary Assembly	Un			PDCF01026330.1	Chromosome		NW_019794545.1	unplaced-scaffold	1187		
